"Site","Year","X","Y","DiameterX","DiameterY","Rosettes","Infl","Rust","BrType","InflBr","Comments","TagNew","location_comment","TagDist","RosNew","InflNew","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","TransectNew","InflYesNo"
"Garden Park West",2011,0.39,2.49,0,0,NA,NA,0,"None",0,"dead","W.3.31","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.22,3.13,2,2,1,0,0,"None",0,"","W.3.32","",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.22,3.13,3,3,2,0,0,"None",0,"","W.3.32","",0,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.22,3.13,2,2,2,0,0,"None",0,"","W.3.32","",0,2,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",0
"Garden Park West",2007,0.22,3.13,7,5,7,0,0,"None",0,"","W.3.32","",0,7,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",0
"Garden Park West",2008,0.22,3.13,5,3,5,0,0,"Leaf",0,"insect; web cucoon","W.3.32","",0,5,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.22,3.13,4,5,6,0,0,"None",0,"","W.3.32","",0,6,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",0
"Garden Park West",2010,0.22,3.13,8,5,9,0,0,"None",0,"","W.3.32","",0,9,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.22,3.13,0,0,NA,NA,0,"None",0,"dead","W.3.32","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.52,4,3,2,1,0,0,"None",0,"","W.3.34","",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.52,4,7,3,2,0,0,"None",0,"","W.3.34","",0,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.52,4,7,5,5,0,0,"None",0,"","W.3.34","",0,5,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",0
"Garden Park West",2007,0.52,4,14,10,5,1,0,"None",0,"","W.3.34","",0,5,1,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.52,4,8,5,8,0,0,"None",0,"","W.3.34","",0,8,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.52,4,7,4,8,1,0,"Leaf",0,"","W.3.34","",0,8,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.52,4,0,0,NA,NA,0,"None",0,"tag missing","W.3.34","",0,NA,NA,0,0,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",NA
"Garden Park West",2004,0.29,6.41,3,1,1,0,0,"None",0,"","W.3.35","on nail",0,2,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.29,6.41,5,3,2,0,0,"None",0,"","W.3.35","on nail",0,3,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.29,6.41,5,4,2,0,0,"Leaf",0,"insect","W.3.35","on nail",0,3,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",0
"Garden Park West",2007,0.29,6.41,5,4,5,0,0,"None",0,"","W.3.35","on nail",0,5,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",0
"Garden Park West",2008,0.29,6.41,6,3,8,0,0,"Leaf",0,"insect","W.3.35","on nail",0,8,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.29,6.41,8,5,6,0,0,"Leaf",0,"","W.3.35","on nail",0,6,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",0
"Garden Park West",2010,0.29,6.41,10,7,14,0,0,"None",0,"","W.3.35","on nail",0,42,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.29,6.41,0,0,NA,NA,0,"None",0,"dead","W.3.35","on nail",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.36,7.25,3,1,1,0,0,"None",0,"","W.3.36","",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.36,7.25,2,2,2,0,0,"None",0,"","W.3.36","",0,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.36,7.25,0,0,NA,NA,0,"None",0,"dead","W.3.36","",0,NA,NA,0,0,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",NA
"Garden Park West",2004,0.12,8.66,13,10,11,9,0,"Inflorescence",4,"","W.3.37","grass",0,11,9,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",1
"Garden Park West",2005,0.12,8.66,12,6,13,0,0,"None",0,"dry/dying","W.3.37","grass",0,13,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.12,8.66,7,3,7,0,0,"None",0,"","W.3.37","grass",0,7,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",0
"Garden Park West",2007,0.12,8.66,13,8,11,4,0,"None",0,"","W.3.37","grass",0,11,4,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.12,8.66,9,6,10,0,0,"Leaf",0,"insect","W.3.37","grass",0,10,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.12,8.66,12,7,8,5,0,"None",0,"","W.3.37","grass",0,8,5,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.12,8.66,8,5,3,0,0,"None",0,"","W.3.37","grass",0,3,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.12,8.66,0,0,NA,NA,0,"None",0,"dead","W.3.37","grass",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.05,9.89,10,6,3,3,0,"None",0,"","W.3.38","",0,25,33,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",1
"Garden Park West",2005,0.05,9.89,21,14,31,7,0,"None",0,"","W.3.38","",0,65,23,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",1
"Garden Park West",2006,0.05,9.89,3,2,1,0,0,"None",0,"","W.3.38","",0,15,2,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",1
"Garden Park West",2007,0.05,9.89,25,18,23,9,0,"None",0,"","W.3.38","",0,23,9,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.05,9.89,17,16,32,0,0,"Leaf",0,"insect","W.3.38","",0,35,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.05,9.89,17,16,27,18,0,"None",0,"","W.3.38","",0,27,18,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.05,9.89,22,21,40,17,0,"Leaf",0,"","W.3.38","",0,40,17,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",1
"Garden Park West",2011,0.05,9.89,13,5,6,0,0,"None",0,"","W.3.38","",0,6,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",0
"Garden Park West",2012,0.05,9.89,0,0,NA,NA,0,"None",0,"dead","W.3.38","",0,NA,NA,0,0,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.3",NA
"Garden Park West",2004,0.21,10.64,24,14,34,42,0,"Inflorescence",9,"","W.3.39","",0,34,42,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",1
"Garden Park West",2005,0.21,10.64,21,19,44,42,0,"Leaf",0,"","W.3.39","",0,44,42,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",1
"Garden Park West",2006,0.21,10.64,19,19,19,16,0,"None",0,"","W.3.39","",0,19,16,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",1
"Garden Park West",2007,0.21,10.64,18,13,15,4,0,"None",0,"","W.3.39","",0,15,4,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.21,10.64,17,7,32,6,0,"Leaf",0,"insect","W.3.39","",0,32,6,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",1
"Garden Park West",2009,0.21,10.64,21,14,16,5,0,"None",0,"","W.3.39","",0,16,5,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.21,10.64,17,17,26,0,0,"Leaf",0,"","W.3.39","",0,26,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.21,10.64,17,16,23,0,0,"None",0,"","W.3.39","",0,23,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",0
"Garden Park West",2012,0.21,10.64,22,14,16,13,0,"None",0,"","W.3.39","",0,16,13,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.3",1
"Garden Park West",2013,0.21,10.64,24,15,54,0,0,"None",0,"","W.3.39","",0,54,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.3",0
"Garden Park West",2014,NA,NA,NA,NA,34,42,NA,NA,NA,NA,"W.3.39","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"W.3",NA
"Garden Park West",2015,NA,NA,NA,NA,34,42,NA,NA,NA,NA,"W.3.39","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"W.3",NA
"Garden Park West",2016,0.21,10.64,23,18,38,0,0,"Leaf",0,"","W.3.39","",0,38,0,1,3,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"W.3",0
"Garden Park West",2017,NA,NA,NA,NA,34,42,NA,NA,NA,NA,"W.3.39","",0,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"W.3",NA
"Garden Park West",2018,0.21,10.64,20,20,33,23,1,"Inflorescence",12,"","W.3.39","",0,33,23,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"W.3",1
"Garden Park West",2019,NA,NA,NA,NA,34,42,NA,NA,NA,NA,"W.3.39","",0,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"W.3",NA
"Garden Park West",2020,0.21,10.64,23,22,73,46,NA,"None",NA,"","W.3.39","",0,73,46,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"W.3",1
"Garden Park West",2021,NA,NA,NA,NA,34,42,NA,NA,NA,NA,"W.3.39","",0,NA,NA,NA,0,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,"W.3",NA
"Garden Park West",2022,0.21,10.64,57,23,65,6,0,"None",0,"","W.3.39","",0,65,6,1,2,2,103.334198,82.71409845,212.1602964,15.25862455,1.965074971,16.43314981,"W.3",1
"Garden Park West",2004,0.32,10.94,32,16,32,42,0,"Inflorescence",2,"","W.3.40","in grass",0,32,42,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",1
"Garden Park West",2005,0.32,10.94,24,11,28,11,0,"None",0,"","W.3.40","in grass",0,28,11,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",1
"Garden Park West",2006,0.32,10.94,25,13,17,3,0,"Leaf",0,"insect","W.3.40","in grass",0,17,3,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",1
"Garden Park West",2007,0.32,10.94,27,17,18,2,0,"None",0,"","W.3.40","in grass",0,18,2,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.32,10.94,17,11,19,1,0,"None",0,"","W.3.40","in grass",0,19,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",1
"Garden Park West",2009,0.32,10.94,14,6,12,2,0,"None",0,"","W.3.40","in grass",0,12,2,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.32,10.94,19,13,23,1,0,"None",0,"","W.3.40","in grass",0,23,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",1
"Garden Park West",2011,0.32,10.94,3,2,3,0,0,"None",0,"","W.3.40","in grass",0,3,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",0
"Garden Park West",2012,0.32,10.94,10,5,10,6,0,"Inflorescence",1,"","W.3.40","in grass",0,10,6,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.3",1
"Garden Park West",2013,0.32,10.94,NA,NA,NA,NA,NA,"None",NA,"dead","W.3.40","in grass",0,NA,NA,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.3",NA
"Garden Park West",2004,0.55,12.55,19,14,20,17,0,"Inflorescence",2,"","W.3.41","below nail",0,20,17,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",1
"Garden Park West",2005,0.55,12.55,14,10,21,13,0,"Inflorescence",3,"not certain about browing type","W.3.41","below nail",0,21,13,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",1
"Garden Park West",2006,0.55,12.55,13,8,15,5,0,"Leaf",0,"insect","W.3.41","below nail",0,15,5,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",1
"Garden Park West",2007,0.55,12.55,24,14,19,9,0,"None",0,"","W.3.41","below nail",0,19,9,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",1
"Garden Park West",2008,0.55,12.55,14,7,30,0,0,"Leaf",0,"insect","W.3.41","below nail",0,30,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.55,12.55,11,9,16,1,0,"None",0,"","W.3.41","below nail",0,16,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",1
"Garden Park West",2010,0.55,12.55,17,13,27,0,0,"None",0,"","W.3.41","below nail",0,27,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.55,12.55,0,0,NA,NA,0,"None",0,"dead","W.3.41","below nail",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.2,12.73,2,1,1,0,0,"None",0,"","W.3.42","",0,5,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.2,12.73,4,3,2,0,0,"None",0,"16cm down hill from tag","W.3.42","",0,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.2,12.73,0,0,NA,NA,0,"None",0,"dead","W.3.42","",0,2,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",0
"Garden Park West",2007,0.2,12.73,0,0,NA,NA,0,"None",0,"dead","W.3.42","",0,7,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",0
"Garden Park West",2008,0.2,12.73,0,0,NA,NA,0,"None",0,"dead","W.3.42","",0,7,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",0
"Garden Park West",2009,0.2,12.73,0,0,NA,NA,0,"None",0,"dead","W.3.42","",0,4,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",0
"Garden Park West",2010,0.2,12.73,0,0,NA,NA,0,"None",0,"""below nail"" no other data","W.3.42","",0,8,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",0
"Garden Park West",2011,0.2,12.73,0,0,NA,NA,0,"None",0,"dead","W.3.42","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2004,0.45,10.29,3,2,1,0,0,"None",0,"","W.3.43","29 cm nw of tag",29,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.3",0
"Garden Park West",2005,0.45,10.29,2,1,2,0,0,"None",0,"rosette dry","W.3.43","29 cm nw of tag",29,2,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.3",0
"Garden Park West",2006,0.45,10.29,0,0,NA,NA,0,"None",0,"dead","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.3",NA
"Garden Park West",2007,0.45,10.29,0,0,NA,NA,0,"None",0,"dead","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.3",NA
"Garden Park West",2008,0.45,10.29,0,0,NA,NA,0,"None",0,"dead","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.3",NA
"Garden Park West",2009,0.45,10.29,0,0,NA,NA,0,"None",0,"dead","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.3",NA
"Garden Park West",2010,0.45,10.29,0,0,NA,NA,0,"None",0,"no data","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.3",NA
"Garden Park West",2011,0.45,10.29,0,0,NA,NA,0,"None",0,"dead","W.3.43","29 cm nw of tag",29,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.3",NA
"Garden Park West",2012,0.45,10.29,9,3,7,0,0,"None",0,"","W.3.43","29 cm nw of tag",29,7,0,1,7,7,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.3",0
"Garden Park West",2013,0.45,10.29,NA,NA,NA,NA,NA,"None",NA,"dead","W.3.43","29 cm nw of tag",29,NA,NA,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.3",NA
"Garden Park West",2004,0.25,0.05,4,2,1,0,0,"None",0,"Tag downhill 10cm","W.4.44","",0,1,0,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.4",0
"Garden Park West",2005,0.25,0.05,2,1,1,0,0,"None",0,"","W.4.44","",0,10,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.4",0
"Garden Park West",2006,0.25,0.05,0,0,NA,NA,0,"None",0,"dead","W.4.44","",0,1,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.4",0
"Garden Park West",2007,0.25,0.05,1,1,1,0,0,"None",0,"","W.4.44","",0,1,0,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.4",0
"Garden Park West",2008,0.25,0.05,5,3,1,0,0,"None",0,"","W.4.44","",0,1,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.4",0
"Garden Park West",2009,0.25,0.05,6,3,2,0,0,"None",0,"","W.4.44","",0,2,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.4",0
"Garden Park West",2010,0.25,0.05,0,0,NA,NA,0,"None",0,"Pancakes for Breakfast","W.4.44","",0,3,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.4",0
"Garden Park West",2011,0.25,0.05,0,0,NA,NA,0,"None",0,"dead","W.4.44","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.4",NA
"Garden Park West",2004,0.08,1.36,40,23,47,60,0,"None",0,"","W.4.45","",0,47,60,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.4",1
"Garden Park West",2005,0.08,1.36,33,22,64,35,0,"Leaf",0,"","W.4.45","",0,64,35,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.4",1
"Garden Park West",2006,0.08,1.36,30,23,39,2,0,"Leaf",0,"insect - many leaves","W.4.45","",0,39,2,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.4",1
"Garden Park West",2007,0.08,1.36,27,20,63,20,0,"None",0,"transect line runs thru middle of 45.00","W.4.45","",0,65,20,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.4",1
"Garden Park West",2008,0.08,1.36,33,23,63,0,0,"None",0,"","W.4.45","",0,66,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.4",0
"Garden Park West",2009,0.08,1.36,31,21,74,0,0,"Leaf",0,"","W.4.45","",0,79,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.4",0
"Garden Park West",2010,0.08,1.36,32,26,61,0,0,"None",0,"","W.4.45","",0,61,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.4",0
"Garden Park West",2011,0.08,1.36,0,0,NA,NA,0,"None",0,"dead","W.4.45","",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.4",NA
"Garden Park West",2012,0.08,1.36,30,13,25,0,0,"None",0,"","W.4.45","",0,25,0,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.4",0
"Garden Park West",2013,0.08,1.36,NA,NA,NA,NA,NA,"None",NA,"dead","W.4.45","",0,NA,NA,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.4",NA
"Garden Park West",2004,0.53,2.86,24,9,21,10,0,"None",0,"","W.4.46","",0,21,10,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.4",1
"Garden Park West",2005,0.53,2.86,20,10,27,0,0,"None",0,"dying","W.4.46","",0,27,0,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.4",0
"Garden Park West",2006,0.53,2.86,12,6,10,0,0,"None",0,"","W.4.46","",0,10,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.4",0
"Garden Park West",2007,0.53,2.86,7,10,15,4,0,"None",0,"","W.4.46","",0,15,4,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.4",1
"Garden Park West",2008,0.53,2.86,15,12,25,0,0,"None",0,"","W.4.46","",0,25,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.4",0
"Garden Park West",2009,0.53,2.86,13,12,26,5,0,"Leaf and Inflorescence",4,"","W.4.46","",0,26,5,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.4",1
"Garden Park West",2010,0.53,2.86,14,11,23,0,0,"None",0,"","W.4.46","",0,23,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.4",0
"Garden Park West",2011,0.53,2.86,0,0,NA,NA,0,"None",0,"dead","W.4.46","",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.4",NA
"Garden Park West",2012,0.53,2.86,18,12,20,7,0,"None",0,"","W.4.46","",0,20,7,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.4",1
"Garden Park West",2013,0.53,2.86,6,3,3,0,0,"None",0,"","W.4.46","",0,3,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.4",0
"Garden Park West",2014,NA,NA,NA,NA,21,10,NA,NA,NA,NA,"W.4.46","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"W.4",NA
"Garden Park West",2015,NA,NA,NA,NA,21,10,NA,NA,NA,NA,"W.4.46","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"W.4",NA
"Garden Park West",2016,0.53,2.86,NA,NA,NA,NA,NA,"None",NA,"dead","W.4.46","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"W.4",NA
"Garden Park West",2004,0.25,3.13,27,17,30,22,0,"Inflorescence",1,"2004 flowers knocked off","W.4.47","",0,30,22,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,"W.4",1
"Garden Park West",2005,0.25,3.13,19,14,45,30,0,"None",0,"","W.4.47","",0,48,31,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,"W.4",1
"Garden Park West",2006,0.25,3.13,17,14,22,0,0,"Leaf",0,"insect  - beetle?","W.4.47","",0,28,0,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,"W.4",0
"Garden Park West",2007,0.25,3.13,5,9,5,0,0,"None",0,"","W.4.47","",0,34,1,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.4",1
